Scaffold	start	stop	strand	Protein ID	Blast
Scaffold_4	33400682	33402565	-	ANN08190-RA	Similar to LINE-1 reverse transcriptase homolog (Nycticebus coucang OX%3D9470)
Scaffold_4	33413441	33424368	-	ANN08191-RA	Similar to POLR3A: DNA-directed RNA polymerase III subunit RPC1 (Gallus gallus OX%3D9031)
Scaffold_4	33424732	33434904	-	ANN08192-RA	Similar to POLR3A: DNA-directed RNA polymerase III subunit RPC1 (Gallus gallus OX%3D9031)
Scaffold_4	33435661	33452315	-	ANN08193-RA	Similar to POLR3A: DNA-directed RNA polymerase III subunit RPC1 (Gallus gallus OX%3D9031)
Scaffold_4	33474351	33476581	+	ANN08194-RA	Protein of unknown function
Scaffold_4	33556859	33557932	+	ANN08195-RA	Protein of unknown function
Scaffold_4	33559535	33561567	+	ANN08196-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	33612206	33626478	+	ANN08197-RA	Protein of unknown function
Scaffold_4	33759641	33761158	-	ANN08198-RA	Protein of unknown function
Scaffold_4	33771269	33774436	-	ANN08199-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	34053598	34055706	-	ANN08200-RA	Protein of unknown function
Scaffold_4	34064487	34064957	-	ANN08201-RA	Protein of unknown function
Scaffold_4	34066895	34069621	-	ANN08202-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	34210430	34217165	+	ANN08203-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)
Scaffold_4	34313192	34319358	-	ANN08204-RA	Similar to nas-14: Zinc metalloproteinase nas-14 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	34361249	34370429	+	ANN08205-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_4	34740544	34756224	+	ANN08206-RA	Protein of unknown function
Scaffold_4	34758234	34761884	-	ANN08207-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	34761931	34762764	-	ANN08208-RA	Protein of unknown function
Scaffold_4	34806469	34807725	+	ANN08209-RA	Similar to tc1a: Transposable element Tc1 transposase (Caenorhabditis elegans OX%3D6239)
Scaffold_4	34839951	34841956	-	ANN08210-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	34870497	34874164	+	ANN08211-RA	Protein of unknown function
Scaffold_4	34915191	34919486	+	ANN08212-RA	Protein of unknown function
Scaffold_4	34954472	34985338	+	ANN08213-RA	Similar to Nphs1: Nephrin (Rattus norvegicus OX%3D10116)
Scaffold_4	35021272	35029840	+	ANN08214-RA	Similar to TTN: Titin (Homo sapiens OX%3D9606)
Scaffold_4	35038937	35043738	+	ANN08215-RA	Protein of unknown function
Scaffold_4	35046211	35049473	-	ANN08216-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) (Bradysia coprophila OX%3D38358)
Scaffold_4	35050925	35054853	-	ANN08217-RA	Protein of unknown function
Scaffold_4	35101145	35104265	-	ANN08218-RA	Protein of unknown function
Scaffold_4	35106310	35118396	-	ANN08219-RA	Similar to DCAF5: DDB1- and CUL4-associated factor 5 (Homo sapiens OX%3D9606)
Scaffold_4	35128987	35136513	-	ANN08220-RA	Similar to lola: Longitudinals lacking protein%2C isoform G (Drosophila melanogaster OX%3D7227)
Scaffold_4	35169042	35174579	+	ANN08221-RA	Similar to sgsm3: Small G protein signaling modulator 3 homolog (Xenopus laevis OX%3D8355)
Scaffold_4	35179864	35190602	+	ANN08222-RA	Similar to SGSM3: Small G protein signaling modulator 3 (Bos taurus OX%3D9913)
Scaffold_4	35191423	35200989	-	ANN08223-RA	Similar to PPP2R3C: Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma (Bos taurus OX%3D9913)
Scaffold_4	35202992	35212452	-	ANN08224-RA	Similar to acp4: Testicular acid phosphatase homolog (Xenopus laevis OX%3D8355)
Scaffold_4	35218668	35227972	-	ANN08225-RA	Similar to ACPP: Prostatic acid phosphatase (Bos taurus OX%3D9913)
Scaffold_4	35231607	35250051	-	ANN08226-RA	Similar to VWDE: von Willebrand factor D and EGF domain-containing protein (Homo sapiens OX%3D9606)
Scaffold_4	35252317	35266849	-	ANN08227-RA	Protein of unknown function
Scaffold_4	35276643	35281806	+	ANN08228-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	35307771	35310388	+	ANN08229-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	35382651	35387399	+	ANN08230-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	35432919	35433506	+	ANN08231-RA	Protein of unknown function
Scaffold_4	35433518	35442021	+	ANN08232-RA	Similar to pif1: ATP-dependent DNA helicase PIF1 (Xenopus laevis OX%3D8355)
Scaffold_4	35444090	35446871	-	ANN08233-RA	Similar to SYVN1: E3 ubiquitin-protein ligase synoviolin (Homo sapiens OX%3D9606)
Scaffold_4	35458655	35473676	-	ANN08234-RA	Similar to ARHGAP11B: Rho GTPase-activating protein 11B (Homo sapiens OX%3D9606)
Scaffold_4	35483578	35495706	+	ANN08235-RA	Similar to Dhrs11: Dehydrogenase/reductase SDR family member 11 (Mus musculus OX%3D10090)
Scaffold_4	35506215	35508052	-	ANN08236-RA	Similar to ppp1r3cb: Protein phosphatase 1 regulatory subunit 3C-B (Danio rerio OX%3D7955)
Scaffold_4	35567813	35587562	+	ANN08237-RA	Similar to trpl: Transient-receptor-potential-like protein (Drosophila melanogaster OX%3D7227)
Scaffold_4	35607817	35616185	+	ANN08238-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	35703735	35709428	+	ANN08239-RA	Similar to SWP2: Spore wall protein 2 (Encephalitozoon intestinalis OX%3D58839)
Scaffold_4	35825682	35829515	-	ANN08240-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	35953090	35956814	+	ANN08241-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	36024823	36042576	+	ANN08242-RA	Similar to Rsph4a: Radial spoke head protein 4 homolog A (Mus musculus OX%3D10090)
Scaffold_4	36046116	36048113	-	ANN08243-RA	Protein of unknown function
Scaffold_4	36068264	36069512	-	ANN08244-RA	Protein of unknown function
Scaffold_4	36070691	36078461	-	ANN08245-RA	Protein of unknown function
Scaffold_4	36162824	36164139	-	ANN08246-RA	Similar to FNTB: Protein farnesyltransferase subunit beta (Homo sapiens OX%3D9606)
Scaffold_4	36164216	36170876	-	ANN08247-RA	Similar to SEC13: Protein SEC13 homolog (Bos taurus OX%3D9913)
Scaffold_4	36242796	36256805	-	ANN08249-RA	Similar to SAV1: Protein salvador homolog 1 (Homo sapiens OX%3D9606)
Scaffold_4	36246905	36247828	+	ANN08250-RA	Protein of unknown function
Scaffold_4	36247835	36259258	+	ANN08251-RA	Similar to SEC13: Protein SEC13 homolog (Homo sapiens OX%3D9606)
Scaffold_4	36261582	36263558	-	ANN08252-RA	Similar to SKI2: DExH-box ATP-dependent RNA helicase DExH11 (Arabidopsis thaliana OX%3D3702)
Scaffold_4	36263566	36284092	-	ANN08253-RA	Similar to SKIV2L: Helicase SKI2W (Homo sapiens OX%3D9606)
Scaffold_4	36297500	36302336	-	ANN08254-RA	Similar to Pol: LINE-1 retrotransposable element ORF2 protein (Mus musculus OX%3D10090)
Scaffold_4	36360249	36362753	+	ANN08255-RA	Similar to SEC13: Protein SEC13 homolog (Bos taurus OX%3D9913)
Scaffold_4	36421058	36423998	-	ANN08256-RA	Similar to Jrkl: Jerky protein homolog-like (Mus musculus OX%3D10090)
Scaffold_4	36476234	36480344	-	ANN08257-RA	Similar to Psmd9: 26S proteasome non-ATPase regulatory subunit 9 (Rattus norvegicus OX%3D10116)
Scaffold_4	36484261	36493766	-	ANN08258-RA	Similar to Mal-B1: Maltase 1 (Drosophila virilis OX%3D7244)
Scaffold_4	36520497	36530765	+	ANN08259-RA	Similar to KCNIP1: Kv channel-interacting protein 1 (Homo sapiens OX%3D9606)
Scaffold_4	36532429	36537940	+	ANN08260-RA	Similar to scyl1: N-terminal kinase-like protein (Xenopus tropicalis OX%3D8364)
Scaffold_4	36539685	36542743	+	ANN08261-RA	Protein of unknown function
Scaffold_4	36562837	36565802	-	ANN08262-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	36569721	36573681	+	ANN08263-RA	Similar to PRPH2: Peripherin-2 (Gallus gallus OX%3D9031)
Scaffold_4	36617777	36620194	+	ANN08264-RA	Similar to Pol: LINE-1 retrotransposable element ORF2 protein (Mus musculus OX%3D10090)
Scaffold_4	36697708	36702239	+	ANN08265-RA	Similar to EXOSC4: Exosome complex component RRP41 (Homo sapiens OX%3D9606)
Scaffold_4	36733501	36740678	-	ANN08266-RA	Similar to Mal-B1: Maltase 1 (Drosophila virilis OX%3D7244)
Scaffold_4	36751136	36756685	+	ANN08267-RA	Similar to KCNIP4: Kv channel-interacting protein 4 (Bos taurus OX%3D9913)
Scaffold_4	36758344	36764873	+	ANN08268-RA	Similar to scyl1: N-terminal kinase-like protein (Xenopus tropicalis OX%3D8364)
Scaffold_4	36768553	36772219	+	ANN08269-RA	Protein of unknown function
Scaffold_4	36791639	36796704	+	ANN08270-RA	Similar to rds36: RDS/peripherin-like protein xRDS36 (Xenopus laevis OX%3D8355)
Scaffold_4	36802709	36815840	-	ANN08271-RA	Similar to Hsc70-5: Heat shock 70 kDa protein cognate 5 (Drosophila melanogaster OX%3D7227)
Scaffold_4	36840147	36851718	-	ANN08272-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	36861091	36861903	+	ANN08273-RA	Similar to ZFP69: Zinc finger protein 69 homolog (Homo sapiens OX%3D9606)
Scaffold_4	36862784	36866250	+	ANN08274-RA	Similar to ZNF569: Zinc finger protein 569 (Homo sapiens OX%3D9606)
Scaffold_4	36866943	36868981	+	ANN08275-RA	Similar to REST: RE1-silencing transcription factor (Homo sapiens OX%3D9606)
Scaffold_4	36869578	36872560	+	ANN08276-RA	Similar to ZNF227: Zinc finger protein 227 (Bos taurus OX%3D9913)
Scaffold_4	36872772	36875977	+	ANN08277-RA	Similar to ZNF184: Zinc finger protein 184 (Homo sapiens OX%3D9606)
Scaffold_4	36888418	36892408	-	ANN08278-RA	Similar to psme4a: Proteasome activator complex subunit 4A (Danio rerio OX%3D7955)
Scaffold_4	36895691	36898459	-	ANN08279-RA	Similar to psme4b: Proteasome activator complex subunit 4B (Danio rerio OX%3D7955)
Scaffold_4	36898701	36899856	-	ANN08280-RA	Protein of unknown function
Scaffold_4	36900268	36905630	-	ANN08281-RA	Similar to psme4b: Proteasome activator complex subunit 4B (Danio rerio OX%3D7955)
Scaffold_4	36906206	36906702	-	ANN08282-RA	Protein of unknown function
Scaffold_4	36906728	36912228	-	ANN08283-RA	Similar to PSME4: Proteasome activator complex subunit 4 (Bos taurus OX%3D9913)
Scaffold_4	36912917	36915883	-	ANN08284-RA	Similar to R1A1-element\ORF2: Putative 115 kDa protein in type-1 retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_4	36915886	36920611	-	ANN08285-RA	Similar to Psme4: Proteasome activator complex subunit 4 (Mus musculus OX%3D10090)
Scaffold_4	36922613	36938976	+	ANN08286-RA	Similar to Prpf4: U4/U6 small nuclear ribonucleoprotein Prp4 (Mus musculus OX%3D10090)
Scaffold_4	36929697	36930692	-	ANN08287-RA	Protein of unknown function
Scaffold_4	36940120	36958987	-	ANN08288-RA	Similar to Cog7: Conserved oligomeric Golgi complex subunit 7 (Mus musculus OX%3D10090)
Scaffold_4	36960948	36964452	+	ANN08289-RA	Similar to PDXK: Pyridoxal kinase (Homo sapiens OX%3D9606)
Scaffold_4	36976292	36982104	+	ANN08290-RA	Similar to nubp1: Cytosolic Fe-S cluster assembly factor nubp1 (Danio rerio OX%3D7955)
Scaffold_4	36983527	36987551	-	ANN08291-RA	Similar to RpL17: 60S ribosomal protein L17 (Diaphorina citri OX%3D121845)
Scaffold_4	36986710	36996236	+	ANN08292-RA	Similar to DTWD2: tRNA-uridine aminocarboxypropyltransferase 2 (Homo sapiens OX%3D9606)
Scaffold_4	37072868	37083219	+	ANN08293-RA	Similar to fgf17: Fibroblast growth factor 17 (Danio rerio OX%3D7955)
Scaffold_4	37146364	37147035	-	ANN08294-RA	Protein of unknown function
Scaffold_4	37147188	37153081	-	ANN08295-RA	Protein of unknown function
Scaffold_4	37196708	37214330	+	ANN08296-RA	Similar to KDM3A: Lysine-specific demethylase 3A (Gallus gallus OX%3D9031)
Scaffold_4	37215273	37219925	+	ANN08297-RA	Similar to kdm3a-a: Lysine-specific demethylase 3A-A (Xenopus laevis OX%3D8355)
Scaffold_4	37225405	37228142	-	ANN08298-RA	Similar to Gbs-76A: Glycogen-binding subunit 76A (Drosophila melanogaster OX%3D7227)
Scaffold_4	37248628	37258702	+	ANN08299-RA	Similar to SRP72: Signal recognition particle subunit SRP72 (Canis lupus familiaris OX%3D9615)
Scaffold_4	37270986	37276051	-	ANN08300-RA	Similar to Slc25a44: Solute carrier family 25 member 44 (Mus musculus OX%3D10090)
Scaffold_4	37314316	37319298	+	ANN08301-RA	Similar to Sras: CAAX prenyl protease 2 (Drosophila melanogaster OX%3D7227)
Scaffold_4	37336767	37338194	+	ANN08302-RA	Protein of unknown function
Scaffold_4	37342635	37354514	-	ANN08303-RA	Similar to Kctd3: BTB/POZ domain-containing protein KCTD3 (Mus musculus OX%3D10090)
Scaffold_4	37361620	37381109	-	ANN08304-RA	Similar to Pde11a: Dual 3'%2C5'-cyclic-AMP and -GMP phosphodiesterase 11A (Mus musculus OX%3D10090)
Scaffold_4	37389438	37393181	+	ANN08305-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	37414273	37421261	-	ANN08306-RA	Protein of unknown function
Scaffold_4	37439594	37441077	-	ANN08307-RA	Protein of unknown function
Scaffold_4	37506028	37510570	+	ANN08308-RA	Protein of unknown function
Scaffold_4	37523875	37529941	-	ANN08309-RA	Similar to NOP16: Nucleolar protein 16 (Homo sapiens OX%3D9606)
Scaffold_4	37588825	37593380	+	ANN08310-RA	Similar to egl-3: Neuroendocrine convertase 2 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	37597601	37598391	+	ANN08311-RA	Similar to egl-3: Neuroendocrine convertase 2 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	37607265	37611723	+	ANN08312-RA	Similar to egl-3: Neuroendocrine convertase 2 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	37614175	37623195	+	ANN08313-RA	Similar to Pcsk2: Neuroendocrine convertase 2 (Mus musculus OX%3D10090)
Scaffold_4	37635633	37642762	+	ANN08314-RA	Protein of unknown function
Scaffold_4	37647770	37650932	+	ANN08315-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	37652536	37653572	-	ANN08316-RA	Similar to Transposable element Tcb2 transposase (Caenorhabditis briggsae OX%3D6238)
Scaffold_4	37664020	37665161	-	ANN08317-RA	Similar to EGR1: Early growth response protein 1 (Homo sapiens OX%3D9606)
Scaffold_4	37665339	37668580	-	ANN08318-RA	Similar to Zfp26: Zinc finger protein 26 (Mus musculus OX%3D10090)
Scaffold_4	37670194	37672273	-	ANN08319-RA	Similar to ZNF235: Zinc finger protein 235 (Homo sapiens OX%3D9606)
Scaffold_4	37673315	37674608	-	ANN08320-RA	Similar to ZFP62: Zinc finger protein 62 homolog (Homo sapiens OX%3D9606)
Scaffold_4	37680237	37681115	-	ANN08321-RA	Similar to Znf287: Zinc finger protein 287 (Mus musculus OX%3D10090)
Scaffold_4	37684950	37688690	-	ANN08322-RA	Similar to ZNF595: Zinc finger protein 595 (Homo sapiens OX%3D9606)
Scaffold_4	37693147	37697179	-	ANN08323-RA	Similar to Znf879: Zinc finger protein 879 (Mus musculus OX%3D10090)
Scaffold_4	37699543	37701405	-	ANN08324-RA	Similar to ZNF235: Zinc finger protein 235 (Homo sapiens OX%3D9606)
Scaffold_4	37708398	37716103	-	ANN08325-RA	Similar to Zinc finger protein Xfin (Xenopus laevis OX%3D8355)
Scaffold_4	37717004	37718341	-	ANN08326-RA	Similar to ZNF43: Zinc finger protein 43 (Homo sapiens OX%3D9606)
Scaffold_4	37722478	37723857	-	ANN08327-RA	Similar to ZNF585A: Zinc finger protein 585A (Homo sapiens OX%3D9606)
Scaffold_4	37724522	37727856	-	ANN08328-RA	Similar to ZNF91: Zinc finger protein 91 (Homo sapiens OX%3D9606)
Scaffold_4	37728910	37730352	-	ANN08329-RA	Similar to ZNF175: Zinc finger protein 175 (Homo sapiens OX%3D9606)
Scaffold_4	37731326	37732709	-	ANN08330-RA	Similar to ZNF254: Zinc finger protein 254 (Homo sapiens OX%3D9606)
Scaffold_4	37734619	37737533	-	ANN08331-RA	Similar to ZNF91: Zinc finger protein 91 (Homo sapiens OX%3D9606)
Scaffold_4	37739526	37762168	-	ANN08332-RA	Similar to ZNF208: Zinc finger protein 208 (Homo sapiens OX%3D9606)
Scaffold_4	37773099	37774661	-	ANN08333-RA	Protein of unknown function
Scaffold_4	37779876	37791552	+	ANN08334-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_4	37790532	37800783	-	ANN08335-RA	Similar to CG1785: Ribosome biogenesis protein NOP53 (Drosophila melanogaster OX%3D7227)
Scaffold_4	37809263	37813022	-	ANN08336-RA	Protein of unknown function
Scaffold_4	37813024	37815439	-	ANN08337-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	37815516	37816532	-	ANN08338-RA	Protein of unknown function
Scaffold_4	37831965	37835501	-	ANN08339-RA	Protein of unknown function
Scaffold_4	37845435	37846058	-	ANN08340-RA	Similar to hth: Homeobox protein homothorax (Drosophila melanogaster OX%3D7227)
Scaffold_4	37848799	37850538	-	ANN08341-RA	Protein of unknown function
Scaffold_4	37979137	37982259	+	ANN08342-RA	Similar to CFDP2: Craniofacial development protein 2 (Bos taurus OX%3D9913)
Scaffold_4	38128547	38133941	-	ANN08343-RA	Protein of unknown function
Scaffold_4	38134521	38146853	-	ANN08344-RA	Similar to Pear1: Platelet endothelial aggregation receptor 1 (Mus musculus OX%3D10090)
Scaffold_4	38158225	38169901	-	ANN08345-RA	Similar to egl-3: Neuroendocrine convertase 2 (Caenorhabditis elegans OX%3D6239)
Scaffold_4	38182815	38191702	-	ANN08346-RA	Similar to pnt: ETS-like protein pointed (Drosophila melanogaster OX%3D7227)
Scaffold_4	38254185	38256554	+	ANN08347-RA	Protein of unknown function
Scaffold_4	38358229	38362365	-	ANN08348-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	38362564	38363949	-	ANN08349-RA	Protein of unknown function
Scaffold_4	38379176	38381397	-	ANN08350-RA	Protein of unknown function
Scaffold_4	38381633	38384391	-	ANN08351-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 2 (Fragment) (Nasonia vitripennis OX%3D7425)
Scaffold_4	38401566	38418505	-	ANN08352-RA	Similar to VWDE: von Willebrand factor D and EGF domain-containing protein (Homo sapiens OX%3D9606)
Scaffold_4	38422158	38429034	+	ANN08353-RA	Similar to URH2: Probable uridine nucleosidase 2 (Arabidopsis thaliana OX%3D3702)
Scaffold_4	38430519	38430800	+	ANN08354-RA	Protein of unknown function
Scaffold_4	38431103	38434201	-	ANN08355-RA	Similar to LINE-1 reverse transcriptase homolog (Nycticebus coucang OX%3D9470)
Scaffold_4	38436905	38440083	-	ANN08356-RA	Similar to RpL18A: 60S ribosomal protein L18a (Spodoptera frugiperda OX%3D7108)
Scaffold_4	38443481	38449597	+	ANN08357-RA	Similar to RpL10A: 60S ribosomal protein L10a (Spodoptera frugiperda OX%3D7108)
Scaffold_4	38449129	38517185	-	ANN08358-RA	Similar to DNApol-epsilon255: DNA polymerase epsilon catalytic subunit 1 (Drosophila melanogaster OX%3D7227)
Scaffold_4	38517578	38518890	-	ANN08359-RA	Similar to Alg13: UDP-N-acetylglucosamine transferase subunit ALG13 homolog (Rattus norvegicus OX%3D10116)
Scaffold_4	38525601	38530417	+	ANN08360-RA	Protein of unknown function
Scaffold_4	38554490	38556146	-	ANN08361-RA	Protein of unknown function
Scaffold_4	38556206	38577804	-	ANN08362-RA	Similar to RpL4: 60S ribosomal protein L4 (Drosophila melanogaster OX%3D7227)
Scaffold_4	38579064	38580845	+	ANN08363-RA	Protein of unknown function
Scaffold_4	38586053	38586256	+	ANN08364-RA	Protein of unknown function
Scaffold_4	38605883	38615461	+	ANN08365-RA	Similar to GTPBP2: GTP-binding protein 2 (Homo sapiens OX%3D9606)
Scaffold_4	38635448	38640030	+	ANN08366-RA	Similar to BBS1: Bardet-Biedl syndrome 1 protein (Homo sapiens OX%3D9606)
Scaffold_4	38670329	38672644	-	ANN08367-RA	Protein of unknown function
Scaffold_4	38672677	38690317	-	ANN08368-RA	Similar to SEC16A: Protein transport protein Sec16A (Homo sapiens OX%3D9606)
Scaffold_4	38819776	38823422	+	ANN08369-RA	Similar to Mrpl16: 39S ribosomal protein L16%2C mitochondrial (Mus musculus OX%3D10090)
Scaffold_4	38826664	38842580	-	ANN08370-RA	Protein of unknown function
Scaffold_4	38844084	38844850	+	ANN08371-RA	Protein of unknown function
Scaffold_4	38849443	38856717	+	ANN08372-RA	Protein of unknown function
Scaffold_4	38859648	38869126	-	ANN08373-RA	Similar to CFDP2: Craniofacial development protein 2 (Bos taurus OX%3D9913)
Scaffold_4	38923557	38924646	+	ANN08374-RA	Similar to XRN2: 5'-3' exoribonuclease 2 (Pongo abelii OX%3D9601)
Scaffold_4	38927981	38955984	+	ANN08375-RA	Similar to Rat1: 5'-3' exoribonuclease 2 homolog (Drosophila melanogaster OX%3D7227)
Scaffold_4	39040671	39049625	+	ANN08376-RA	Similar to CNNM2: Metal transporter CNNM2 (Homo sapiens OX%3D9606)
Scaffold_4	39057050	39079904	+	ANN08377-RA	Similar to Ir93a: Ionotropic receptor 93a (Drosophila melanogaster OX%3D7227)
Scaffold_4	39102576	39104376	+	ANN08378-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	39105094	39108161	+	ANN08379-RA	Similar to DPH5: Diphthine methyl ester synthase (Homo sapiens OX%3D9606)
Scaffold_4	39114025	39135202	-	ANN08380-RA	Similar to Invadolysin: Leishmanolysin-like peptidase (Drosophila melanogaster OX%3D7227)
Scaffold_4	39137494	39155073	+	ANN08381-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	39190996	39194640	-	ANN08382-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)
Scaffold_4	39198557	39202535	-	ANN08383-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)
Scaffold_4	39239391	39275243	+	ANN08384-RA	Similar to Invadolysin: Leishmanolysin-like peptidase (Drosophila melanogaster OX%3D7227)
Scaffold_4	39274166	39277477	-	ANN08385-RA	Similar to GVQW3: Protein GVQW3 (Homo sapiens OX%3D9606)
Scaffold_4	39280213	39282280	-	ANN08386-RA	Similar to DPH5: Diphthine methyl ester synthase (Homo sapiens OX%3D9606)
Scaffold_4	39294103	39297454	-	ANN08387-RA	Similar to GLRA3: Glycine receptor subunit alpha-3 (Homo sapiens OX%3D9606)
Scaffold_4	39317785	39342837	-	ANN08388-RA	Similar to Ir93a: Ionotropic receptor 93a (Drosophila melanogaster OX%3D7227)
Scaffold_4	39352023	39363322	-	ANN08389-RA	Similar to CNNM2: Metal transporter CNNM2 (Homo sapiens OX%3D9606)
Scaffold_4	39414610	39428677	-	ANN08390-RA	Similar to Cnnm2: Metal transporter CNNM2 (Rattus norvegicus OX%3D10116)
Scaffold_4	39441156	39444344	+	ANN08391-RA	Similar to Amt: Aminomethyltransferase%2C mitochondrial (Mus musculus OX%3D10090)
Scaffold_4	39445282	39446868	+	ANN08392-RA	Protein of unknown function
Scaffold_4	39452658	39457706	+	ANN08393-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_4	39462694	39466727	+	ANN08394-RA	Protein of unknown function
Scaffold_4	39513334	39518136	-	ANN08395-RA	Similar to PNISR: Arginine/serine-rich protein PNISR (Homo sapiens OX%3D9606)
Scaffold_4	39521233	39525435	+	ANN08396-RA	Similar to Klhl25: Kelch-like protein 25 (Mus musculus OX%3D10090)
Scaffold_4	39527959	39531887	-	ANN08397-RA	Similar to EEF1E1: Eukaryotic translation elongation factor 1 epsilon-1 (Cricetulus griseus OX%3D10029)
Scaffold_4	39553096	39555126	+	ANN08398-RA	Similar to TIGD1: Tigger transposable element-derived protein 1 (Homo sapiens OX%3D9606)
Scaffold_4	39725543	39725776	+	ANN08399-RA	Similar to Aga: N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase (Mus musculus OX%3D10090)
Scaffold_4	39729075	39730295	-	ANN08400-RA	Protein of unknown function
Scaffold_4	39753286	39759479	-	ANN08401-RA	Similar to R3hcc1l: Coiled-coil domain-containing protein R3HCC1L (Mus musculus OX%3D10090)
Scaffold_4	39771166	39781926	+	ANN08402-RA	Similar to CG8412: Probable Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1%2C6-mannosyltransferase (Drosophila melanogaster OX%3D7227)
Scaffold_4	39806606	39809536	+	ANN08403-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	39841664	39845227	+	ANN08404-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_4	39895778	39904972	+	ANN08405-RA	Similar to Papln: Papilin (Mus musculus OX%3D10090)
Scaffold_4	39967306	39989949	+	ANN08406-RA	Similar to Thsd4: Thrombospondin type-1 domain-containing protein 4 (Mus musculus OX%3D10090)
Scaffold_4	39993610	39995586	-	ANN08407-RA	Protein of unknown function
Scaffold_4	40006381	40021195	-	ANN08408-RA	Similar to R3hcc1l: Coiled-coil domain-containing protein R3HCC1L (Mus musculus OX%3D10090)
Scaffold_4	40049865	40052972	-	ANN08409-RA	Similar to R1A1-element\ORF2: Putative 115 kDa protein in type-1 retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_4	40053044	40054663	-	ANN08410-RA	Protein of unknown function
Scaffold_4	40083467	40086575	+	ANN08411-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_4	40091230	40094586	+	ANN08412-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
